date,time,close,high,low,open
03-12-2019,09:25:00,12037.2,12040.95,12021.6,12023.8
03-12-2019,09:35:00,12025.05,12037.45,12021,12037.45
03-12-2019,09:45:00,12013.9,12030.2,12012.2,12025.4
03-12-2019,09:55:00,12010.1,12016.1,12008.45,12014.35
03-12-2019,10:05:00,12019.15,12021,12007.6,12010.35
03-12-2019,10:15:00,12023.35,12027,12013,12019
03-12-2019,10:25:00,12020.05,12026.7,12018,12023.35
03-12-2019,10:35:00,12008.85,12021.05,12007,12020.45
03-12-2019,10:45:00,12006.65,12014.35,12004.6,12008.65
03-12-2019,10:55:00,12005.5,12007.3,11996.35,12006.75
03-12-2019,11:05:00,12008.85,12013.65,12004.75,12005.45
03-12-2019,11:15:00,11996.8,12009.9,11995.9,12008.8
03-12-2019,11:25:00,11989.15,11997.1,11984.3,11996.85
03-12-2019,11:35:00,11980.95,11989.95,11969.35,11989.15
03-12-2019,11:45:00,11983,11986.85,11980.9,11981.25
03-12-2019,11:55:00,11976.65,11988.4,11972.75,11982.85
03-12-2019,12:05:00,11976.75,11977.65,11971,11976.55
03-12-2019,12:15:00,11980.25,11983.15,11974.3,11976.35
03-12-2019,12:25:00,11985.75,11987.35,11978.05,11981.65
03-12-2019,12:35:00,11975.8,11985.8,11974.2,11985.8
03-12-2019,12:45:00,11965.5,11976,11964.2,11976
03-12-2019,12:55:00,11965.4,11971.25,11962.45,11965.8
03-12-2019,13:05:00,11965.7,11970.85,11960.7,11965.55
03-12-2019,13:15:00,11978.75,11980.85,11963.25,11965.6
03-12-2019,13:25:00,11985.05,11988.05,11977.35,11979.55
03-12-2019,13:35:00,11978.7,11990.45,11977.65,11985.9
03-12-2019,13:45:00,11982.65,11984.05,11974.4,11979.35
03-12-2019,13:55:00,11973.95,11984.75,11970.45,11982.55
03-12-2019,14:05:00,11973.45,11977.65,11972,11974.3
03-12-2019,14:15:00,11977.35,11982.35,11973.2,11973.25
03-12-2019,14:25:00,11971.4,11978.9,11956.8,11978.5
03-12-2019,14:35:00,11985.55,11985.55,11971.55,11972.9
03-12-2019,14:45:00,11990.95,12003.9,11985.3,11985.8
03-12-2019,14:55:00,11992.95,11996.15,11979.75,11990.7
